CustomerID,Country,Recency,Recency_Cluster,Frequency,Frequency_Cluster,Monetary_Value,Monetary_Value_Cluster,Score,Customer_Value_Low,Customer_Value_Mid,Customer_Value_High,Purchase
17246,0,446,0,6,0,38.92,0,0,1,0,0,0
14061,0,406,1,19,0,917.4300000000001,0,1,1,0,0,0
14108,0,1,3,52,0,1044.96,0,3,1,0,0,1
13648,0,300,1,106,0,1764.02,0,1,1,0,0,0
16563,0,300,1,89,0,4412.56,0,1,1,0,0,0
16701,0,29,3,259,0,9418.29,0,3,1,0,0,1
12842,0,208,2,48,0,1917.99,0,2,1,0,0,0
14302,0,330,1,28,0,742.9000000000001,0,1,1,0,0,0
14135,0,5,3,207,0,8396.77,0,3,1,0,0,1
14831,0,580,0,82,0,1676.57,0,0,1,0,0,0
15602,0,100,2,112,0,2785.28,0,2,1,0,0,0
13777,0,29,3,317,0,40635.95,1,4,1,0,0,1
14000,0,111,2,49,0,2046.3400000000001,0,2,1,0,0,0
16823,0,127,2,173,0,2243.09,0,2,1,0,0,0
16163,0,132,2,68,0,2407.98,0,2,1,0,0,0
17193,0,76,3,44,0,2310.04,0,3,1,0,0,1
15759,0,118,2,17,0,830.9300000000001,0,2,1,0,0,0
16131,0,15,3,219,0,9957.42,0,3,1,0,0,1
14560,0,9,3,192,0,5915.55,0,3,1,0,0,1
17087,0,637,0,12,0,221.53,0,0,1,0,0,0
14894,0,343,1,46,0,1492.81,0,1,1,0,0,0
16202,0,260,1,124,0,2501.9900000000002,0,1,1,0,0,0
16700,0,21,3,480,1,8177.84,0,4,1,0,0,1
17511,0,14,3,1750,1,160796.87,2,6,0,1,0,1
14299,0,7,3,303,0,13255.18,0,3,1,0,0,1
17949,0,0,3,150,0,113719.36,2,5,0,1,0,1
14799,0,637,0,23,0,338.15,0,0,1,0,0,0
16550,0,8,3,755,1,8813.58,0,4,1,0,0,0
12980,0,57,3,52,0,16245.78,0,3,1,0,0,0
14425,0,334,1,39,0,661.39,0,1,1,0,0,0
15353,0,154,2,360,1,2794.4700000000003,0,3,1,0,0,0
17818,0,637,0,42,0,124.78,0,0,1,0,0,0
13654,0,45,3,329,0,6308.0,0,3,1,0,0,0
17189,0,5,3,120,0,953.63,0,3,1,0,0,0
13269,0,9,3,423,1,7108.94,0,4,1,0,0,1
14653,0,238,1,299,0,2898.23,0,1,1,0,0,0
17019,0,161,2,573,1,3340.14,0,3,1,0,0,0
15542,0,412,1,226,0,855.71,0,1,1,0,0,0
13564,0,44,3,1200,1,16498.97,0,4,1,0,0,0
16467,0,408,1,24,0,2869.16,0,1,1,0,0,0
15833,0,637,0,5,0,80.4,0,0,1,0,0,0
14527,0,7,3,2482,2,25710.79,1,6,0,1,0,1
17476,0,295,1,31,0,489.86,0,1,1,0,0,0
15287,0,279,1,31,0,710.32,0,1,1,0,0,0
14440,0,216,2,119,0,5364.78,0,2,1,0,0,0
15680,0,266,1,221,0,3716.7200000000003,0,1,1,0,0,0
15581,0,20,3,684,1,7480.4,0,4,1,0,0,0
13740,0,140,2,94,0,1582.77,0,2,1,0,0,0
17768,0,66,3,159,0,2490.28,0,3,1,0,0,0
12948,0,5,3,115,0,2107.4900000000002,0,3,1,0,0,1
14667,0,13,3,1194,1,19293.82,1,5,0,1,0,1
17377,0,26,3,1677,1,17327.87,0,4,1,0,0,1
14467,0,212,2,255,0,1918.95,0,2,1,0,0,0
13457,0,588,0,9,0,148.22,0,0,1,0,0,0
18108,0,154,2,47,0,848.8100000000001,0,2,1,0,0,0
16210,0,16,3,217,0,27453.49,1,4,1,0,0,1
14669,0,141,2,387,1,3216.78,0,3,1,0,0,0
17909,0,637,0,8,0,110.05,0,0,1,0,0,0
16086,0,100,2,129,0,2687.73,0,2,1,0,0,0
16711,0,40,3,21,0,2127.32,0,3,1,0,0,0
14739,0,119,2,228,0,10528.7,0,2,1,0,0,0
16233,0,229,2,73,0,1818.31,0,2,1,0,0,0
14204,0,322,1,181,0,874.22,0,1,1,0,0,0
17606,0,637,0,6,0,87.30000000000001,0,0,1,0,0,0
16797,0,292,1,398,1,1802.02,0,2,1,0,0,0
16126,0,1,3,337,1,12063.53,0,4,1,0,0,0
17867,0,43,3,70,0,1381.66,0,3,1,0,0,0
17412,0,96,3,206,0,3832.38,0,3,1,0,0,0
16525,0,17,3,342,1,23488.04,1,5,0,1,0,1
13623,0,110,2,284,0,2533.06,0,2,1,0,0,0
12435,1,167,2,112,0,13925.93,0,2,1,0,0,0
14549,0,211,2,143,0,913.6,0,2,1,0,0,0
14106,0,637,0,1,0,214.79999999999998,0,0,1,0,0,0
14980,0,637,0,24,0,150.68,0,0,1,0,0,0
14396,0,271,1,249,0,1969.38,0,1,1,0,0,0
14122,0,306,1,13,0,362.42,0,1,1,0,0,0
16987,0,70,3,240,0,2297.72,0,3,1,0,0,0
17809,0,29,3,89,0,9649.49,0,3,1,0,0,1
15917,0,147,2,142,0,530.17,0,2,1,0,0,0
14987,0,265,1,13,0,1387.4499999999998,0,1,1,0,0,0
14080,0,313,1,83,0,1115.68,0,1,1,0,0,0
16200,0,64,3,499,1,5089.8,0,4,1,0,0,0
15794,0,636,0,15,0,777.0,0,0,1,0,0,0
15523,0,288,1,212,0,17259.19,0,1,1,0,0,0
15615,0,5,3,869,1,20334.88,1,5,0,1,0,1
18001,0,349,1,116,0,759.14,0,1,1,0,0,0
17841,0,3,3,11031,3,61205.38,1,7,0,0,1,1
13089,0,0,3,3151,2,105368.49,2,7,0,0,1,1
15989,0,275,1,86,0,368.31,0,1,1,0,0,0
17660,0,41,3,82,0,342.22,0,3,1,0,0,0
13313,0,40,3,173,0,3132.64,0,3,1,0,0,0
12437,1,77,3,536,1,12026.49,0,4,1,0,0,1
14841,0,79,3,300,0,7163.0,0,3,1,0,0,0
14646,1,5,3,3634,2,495986.0,3,8,0,0,1,1
15482,0,65,3,96,0,8141.5,0,3,1,0,0,0
16156,0,51,3,236,0,5476.57,0,3,1,0,0,1
17716,0,23,3,585,1,15303.29,0,4,1,0,0,1
12779,1,89,3,269,0,6474.11,0,3,1,0,0,0
13611,0,70,3,226,0,3297.9300000000003,0,3,1,0,0,1
15255,0,296,1,188,0,3706.02,0,1,1,0,0,0
14771,0,521,0,47,0,594.62,0,0,1,0,0,0
14838,0,323,1,70,0,769.9200000000001,0,1,1,0,0,0
13979,0,293,1,393,1,3379.93,0,2,1,0,0,0
13800,0,209,2,73,0,1679.56,0,2,1,0,0,0
14483,0,181,2,13,0,257.1,0,2,1,0,0,0
14915,0,177,2,90,0,1811.25,0,2,1,0,0,0
13753,0,187,2,80,0,2094.57,0,2,1,0,0,0
16301,0,636,0,6,0,107.33,0,0,1,0,0,0
13931,0,180,2,271,0,5257.38,0,2,1,0,0,0
17035,0,145,2,33,0,613.59,0,2,1,0,0,0
15194,0,26,3,450,1,11314.89,0,4,1,0,0,1
14347,0,636,0,6,0,82.6,0,0,1,0,0,0
12934,0,636,0,2,0,181.65,0,0,1,0,0,0
15291,0,72,3,237,0,13199.64,0,3,1,0,0,1
17209,0,549,0,38,0,595.7,0,0,1,0,0,0
15658,0,90,3,102,0,2117.27,0,3,1,0,0,0
17314,0,48,3,238,0,4554.06,0,3,1,0,0,1
17155,0,77,3,62,0,784.0600000000001,0,3,1,0,0,0
15965,0,267,1,237,0,2119.26,0,1,1,0,0,0
17322,0,276,1,177,0,922.59,0,1,1,0,0,0
16159,0,181,2,52,0,1232.79,0,2,1,0,0,0
14051,0,12,3,284,0,18849.58,1,4,1,0,0,1
13993,0,0,3,261,0,6775.71,0,3,1,0,0,1
17411,0,161,2,66,0,1215.88,0,2,1,0,0,0
15768,0,15,3,1208,1,15308.89,0,4,1,0,0,0
12835,0,327,1,615,1,5996.83,0,2,1,0,0,0
15179,0,133,2,280,0,6928.64,0,2,1,0,0,0
17069,0,55,3,245,0,4866.44,0,3,1,0,0,1
16918,0,59,3,454,1,3206.54,0,4,1,0,0,1
15466,0,289,1,262,0,1560.46,0,1,1,0,0,0
14159,0,44,3,1646,1,7039.21,0,4,1,0,0,1
17940,0,8,3,35,0,30306.79,1,4,1,0,0,1
17581,0,9,3,776,1,16966.49,0,4,1,0,0,1
16168,0,3,3,297,0,9902.41,0,3,1,0,0,1
14606,0,3,3,6028,2,28712.67,1,6,0,1,0,1
17287,0,43,3,442,1,3658.1,0,4,1,0,0,1
17913,0,255,1,466,1,3429.29,0,2,1,0,0,0
13416,0,636,0,26,0,940.8000000000001,0,0,1,0,0,0
16779,0,6,3,978,1,30209.170000000002,1,5,0,1,0,1
13895,0,43,3,151,0,3326.56,0,3,1,0,0,1
14057,0,0,3,433,1,7707.5,0,4,1,0,0,1
17017,0,62,3,333,0,10455.09,0,3,1,0,0,1
13208,0,55,3,252,0,1976.3,0,3,1,0,0,0
17465,0,325,1,142,0,2542.79,0,1,1,0,0,0
13468,0,7,3,659,1,12251.53,0,4,1,0,0,1
13485,0,133,2,158,0,3019.2200000000003,0,2,1,0,0,0
17271,0,636,0,48,0,204.3,0,0,1,0,0,0
16139,0,12,3,41,0,782.11,0,3,1,0,0,0
15953,0,111,2,141,0,3020.6,0,2,1,0,0,0
15856,0,0,3,1000,1,29215.170000000002,1,5,0,1,0,1
14967,0,341,1,29,0,1982.6100000000001,0,1,1,0,0,0
16497,0,103,2,337,1,6695.28,0,3,1,0,0,0
17764,0,111,2,149,0,1513.57,0,2,1,0,0,0
14905,0,57,3,78,0,1971.39,0,3,1,0,0,0
18229,0,10,3,183,0,9464.81,0,3,1,0,0,1
17293,0,19,3,190,0,3250.25,0,3,1,0,0,1
17853,0,307,1,105,0,1596.29,0,1,1,0,0,0
15550,0,6,3,223,0,2068.7000000000003,0,3,1,0,0,0
13531,0,105,2,75,0,1433.07,0,2,1,0,0,0
13786,0,267,1,116,0,3127.99,0,1,1,0,0,0
14952,0,106,2,307,0,17629.35,0,2,1,0,0,0
14031,0,26,3,719,1,36444.3,1,5,0,1,0,1
12937,0,97,3,157,0,2419.78,0,3,1,0,0,0
16612,0,19,3,167,0,3245.43,0,3,1,0,0,1
12949,0,14,3,715,1,15526.7,0,4,1,0,0,1
14958,0,47,3,71,0,941.99,0,3,1,0,0,0
17329,0,215,2,87,0,718.78,0,2,1,0,0,0
16736,0,405,1,143,0,2956.56,0,1,1,0,0,0
13001,0,58,3,977,1,22839.25,1,5,0,1,0,0
14644,0,198,2,62,0,2247.72,0,2,1,0,0,0
14898,0,34,3,250,0,3087.82,0,3,1,0,0,0
14662,0,134,2,168,0,1147.34,0,2,1,0,0,0
17414,0,84,3,21,0,2249.52,0,3,1,0,0,0
14755,0,12,3,420,1,8577.460000000001,0,4,1,0,0,1
17576,0,5,3,848,1,8326.2,0,4,1,0,0,1
13037,0,38,3,232,0,3914.9500000000003,0,3,1,0,0,0
14710,0,279,1,360,1,1619.54,0,2,1,0,0,0
18168,0,75,3,363,1,3435.5,0,4,1,0,0,0
17679,0,421,0,81,0,3577.61,0,0,1,0,0,0
17851,0,322,1,232,0,1552.35,0,1,1,0,0,0
14750,0,635,0,32,0,112.03,0,0,1,0,0,0
16791,0,22,3,596,1,3478.27,0,4,1,0,0,1
16558,0,21,3,686,1,11854.08,0,4,1,0,0,1
15884,0,332,1,14,0,244.60000000000002,0,1,1,0,0,0
17343,0,255,1,80,0,1259.94,0,1,1,0,0,0
17372,0,66,3,648,1,4347.31,0,4,1,0,0,0
16003,0,34,3,158,0,4672.36,0,3,1,0,0,0
17432,0,285,1,241,0,1539.12,0,1,1,0,0,0
14713,0,26,3,611,1,4483.17,0,4,1,0,0,1
16722,0,6,3,363,1,7880.2,0,4,1,0,0,1
12577,1,259,1,298,0,1617.1,0,1,1,0,0,0
12872,0,226,2,394,1,3283.96,0,3,1,0,0,0
15755,0,8,3,356,1,5705.61,0,4,1,0,0,1
14258,0,51,3,292,0,30679.74,1,4,1,0,0,1
14286,0,142,2,407,1,6543.86,0,3,1,0,0,0
13154,0,299,1,93,0,1624.84,0,1,1,0,0,0
14564,1,334,1,107,0,2605.62,0,1,1,0,0,0
13408,0,6,3,763,1,45798.922,1,5,0,1,0,1
16645,0,635,0,14,0,160.39,0,0,1,0,0,0
12714,1,6,3,628,1,12774.55,0,4,1,0,0,0
16335,0,451,0,361,1,2753.52,0,1,1,0,0,0
13093,0,175,2,1037,1,54144.25,1,4,1,0,0,0
12759,1,71,3,302,0,5020.74,0,3,1,0,0,0
13666,0,187,2,19,0,127.89999999999999,0,2,1,0,0,0
17160,0,9,3,651,1,10209.16,0,4,1,0,0,1
13946,0,101,2,56,0,1876.23,0,2,1,0,0,0
14723,0,257,1,357,1,1492.39,0,2,1,0,0,0
14961,0,54,3,632,1,15265.4,0,4,1,0,0,1
14735,0,10,3,321,0,10521.72,0,3,1,0,0,1
18061,0,7,3,120,0,5991.41,0,3,1,0,0,1
15078,0,5,3,725,1,16156.09,0,4,1,0,0,1
17389,0,21,3,387,1,47115.03,1,5,0,1,0,1
16883,0,87,3,267,0,2246.06,0,3,1,0,0,0
13175,0,482,0,46,0,831.45,0,0,1,0,0,0
17076,0,173,2,50,0,1242.75,0,2,1,0,0,0
13948,0,260,1,24,0,548.76,0,1,1,0,0,0
18223,0,43,3,553,1,13422.130000000001,0,4,1,0,0,1
16192,0,635,0,11,0,351.3,0,0,1,0,0,0
15999,0,635,0,1,0,20.4,0,0,1,0,0,0
15109,0,145,2,48,0,983.1,0,2,1,0,0,0
14680,0,21,3,1267,1,54520.9,1,5,0,1,0,1
18092,0,19,3,133,0,14131.880000000001,0,3,1,0,0,1
16891,0,41,3,400,1,1624.49,0,4,1,0,0,1
13481,0,8,3,224,0,3830.84,0,3,1,0,0,1
13807,0,267,1,25,0,422.2,0,1,1,0,0,0
14979,0,635,0,49,0,429.66,0,0,1,0,0,0
16656,0,20,3,138,0,16538.03,0,3,1,0,0,1
16746,0,0,3,924,1,16979.95,0,4,1,0,0,1
17157,0,76,3,136,0,4994.36,0,3,1,0,0,0
15309,0,510,0,54,0,797.96,0,0,1,0,0,0
16325,0,55,3,138,0,3597.5,0,3,1,0,0,0
16541,0,635,0,38,0,424.03,0,0,1,0,0,0
16723,0,7,3,124,0,1231.36,0,3,1,0,0,1
16699,0,280,1,62,0,994.6,0,1,1,0,0,0
16710,0,38,3,852,1,5538.14,0,4,1,0,0,1
12510,1,42,3,145,0,5178.02,0,3,1,0,0,0
13162,0,22,3,238,0,9275.49,0,3,1,0,0,0
15382,0,84,3,576,1,12487.74,0,4,1,0,0,0
13680,0,237,1,584,1,10784.59,0,2,1,0,0,0
12970,0,222,2,224,0,1071.93,0,2,1,0,0,0
17935,0,38,3,64,0,686.14,0,3,1,0,0,0
17593,0,44,3,360,1,7414.12,0,4,1,0,0,1
17151,0,635,0,4,0,231.90000000000003,0,0,1,0,0,0
16451,0,460,0,65,0,1013.15,0,0,1,0,0,0
17127,0,328,1,37,0,1155.0300000000002,0,1,1,0,0,0
13694,0,7,3,1469,1,187670.31,2,6,0,1,0,1
14087,0,304,1,145,0,638.0,0,1,1,0,0,0
13733,0,310,1,29,0,487.03000000000003,0,1,1,0,0,0
18181,0,300,1,137,0,821.49,0,1,1,0,0,0
13174,0,216,2,866,1,7286.6,0,3,1,0,0,0
13329,0,266,1,118,0,4808.77,0,1,1,0,0,0
17421,0,286,1,58,0,1059.41,0,1,1,0,0,0
16351,0,232,2,187,0,3330.0299999999997,0,2,1,0,0,0
15684,0,446,0,11,0,173.95,0,0,1,0,0,0
17884,0,211,2,384,1,2593.94,0,3,1,0,0,0
15514,0,125,2,283,0,5445.23,0,2,1,0,0,0
13679,0,393,1,50,0,281.26,0,1,1,0,0,0
18225,0,12,3,504,1,11961.98,0,4,1,0,0,1
12748,0,1,3,5015,2,43451.5,1,6,0,1,0,1
13199,0,3,3,179,0,13833.47,0,3,1,0,0,1
13487,0,113,2,49,0,846.87,0,2,1,0,0,0
17018,0,225,2,37,0,2287.7,0,2,1,0,0,0
18071,0,157,2,71,0,1169.68,0,2,1,0,0,0
16593,0,89,3,78,0,1071.1399999999999,0,3,1,0,0,0
14238,0,226,2,13,0,434.23,0,2,1,0,0,0
15223,0,125,2,34,0,1417.95,0,2,1,0,0,0
13021,0,66,3,215,0,4189.24,0,3,1,0,0,0
17115,0,82,3,113,0,2536.81,0,3,1,0,0,0
17850,0,272,1,2499,2,51208.87,1,4,1,0,0,0
14239,0,30,3,210,0,4263.17,0,3,1,0,0,1
13999,0,15,3,425,1,8777.86,0,4,1,0,0,1
13958,0,279,1,227,0,4709.2300000000005,0,1,1,0,0,0
13641,0,540,0,44,0,1016.47,0,0,1,0,0,0
15420,0,334,1,56,0,743.0,0,1,1,0,0,0
12359,1,89,3,362,1,8873.39,0,4,1,0,0,0
12820,0,226,2,147,0,2479.17,0,2,1,0,0,0
16410,0,634,0,5,0,130.32,0,0,1,0,0,0
15240,0,91,3,224,0,4459.98,0,3,1,0,0,0
16158,0,422,0,35,0,628.32,0,0,1,0,0,0
15484,0,440,0,177,0,3088.47,0,0,1,0,0,0
14709,0,12,3,347,1,8574.33,0,4,1,0,0,1
15057,0,175,2,70,0,3255.96,0,2,1,0,0,0
14867,0,85,3,137,0,2952.06,0,3,1,0,0,0
17642,0,19,3,108,0,1824.49,0,3,1,0,0,0
13813,1,34,3,143,0,2765.47,0,3,1,0,0,1
13589,0,79,3,40,0,888.09,0,3,1,0,0,0
12417,1,6,3,349,1,6427.68,0,4,1,0,0,1
17920,0,5,3,1404,1,22593.12,1,5,0,1,0,1
12975,0,336,1,112,0,2100.09,0,1,1,0,0,0
16104,0,318,1,232,0,2774.46,0,1,1,0,0,0
17150,0,276,1,92,0,1357.95,0,1,1,0,0,0
16277,0,633,0,23,0,188.69,0,0,1,0,0,0
17244,0,283,1,120,0,1826.04,0,1,1,0,0,0
15260,0,0,3,381,1,8767.73,0,4,1,0,0,0
12583,1,6,3,411,1,12499.09,0,4,1,0,0,1
15555,0,3,3,1464,1,10460.89,0,4,1,0,0,1
13736,0,160,2,440,1,2380.2,0,3,1,0,0,0
14133,0,29,3,36,0,911.14,0,3,1,0,0,0
15571,0,286,1,590,1,3640.7,0,2,1,0,0,0
13448,0,118,2,500,1,7695.610000000001,0,3,1,0,0,0
17085,0,23,3,987,1,7847.67,0,4,1,0,0,0
15059,0,7,3,589,1,3491.2,0,4,1,0,0,1
14468,0,633,0,12,0,204.24,0,0,1,0,0,0
16395,0,68,3,634,1,3518.41,0,4,1,0,0,1
16485,0,332,1,144,0,2287.19,0,1,1,0,0,0
15878,0,461,0,51,0,330.77,0,0,1,0,0,0
15860,0,24,3,343,1,2361.3,0,4,1,0,0,1
13373,0,58,3,358,1,7587.1900000000005,0,4,1,0,0,0
14608,0,262,1,31,0,2358.7400000000002,0,1,1,0,0,0
14896,0,104,2,253,0,1826.0,0,2,1,0,0,0
16964,0,633,0,6,0,207.85,0,0,1,0,0,0
15983,0,260,1,226,0,2783.62,0,1,1,0,0,0
13782,0,24,3,223,0,1616.02,0,3,1,0,0,1
14454,0,276,1,110,0,977.3,0,1,1,0,0,0
14717,0,633,0,11,0,81.3,0,0,1,0,0,0
16718,0,269,1,177,0,3006.08,0,1,1,0,0,0
15751,0,360,1,130,0,1380.44,0,1,1,0,0,0
14546,0,101,2,719,1,4689.01,0,3,1,0,0,0
17848,0,28,3,165,0,3559.11,0,3,1,0,0,1
17561,0,290,1,146,0,537.9,0,1,1,0,0,0
15547,0,10,3,1238,1,9538.39,0,4,1,0,0,1
17406,0,233,2,238,0,4186.95,0,2,1,0,0,0
14479,0,153,2,139,0,1124.71,0,2,1,0,0,0
17969,0,66,3,204,0,2354.29,0,3,1,0,0,0
14548,0,50,3,110,0,2541.29,0,3,1,0,0,0
17916,0,528,0,19,0,43.87,0,0,1,0,0,0
13319,0,13,3,849,1,18726.25,1,5,0,1,0,1
16773,0,336,1,65,0,421.24,0,1,1,0,0,0
15479,0,633,0,9,0,147.4,0,0,1,0,0,0
15822,0,259,1,48,0,1394.79,0,1,1,0,0,0
13890,0,7,3,120,0,2045.48,0,3,1,0,0,1
13211,0,261,1,191,0,2307.9900000000002,0,1,1,0,0,0
15641,0,5,3,311,0,5345.55,0,3,1,0,0,0
14123,0,633,0,24,0,436.18,0,0,1,0,0,0
13019,0,279,1,55,0,1229.95,0,1,1,0,0,0
17858,0,16,3,330,0,11754.93,0,3,1,0,0,1
14940,0,317,1,32,0,531.49,0,1,1,0,0,0
16686,0,3,3,1028,1,4881.07,0,4,1,0,0,1
15691,0,152,2,14,0,571.3,0,2,1,0,0,0
16436,0,568,0,40,0,319.14,0,0,1,0,0,0
17610,0,440,0,154,0,1511.94,0,0,1,0,0,0
17530,0,106,2,413,1,2404.21,0,3,1,0,0,0
13491,0,47,3,261,0,4467.66,0,3,1,0,0,0
14003,0,632,0,16,0,209.41,0,0,1,0,0,0
12839,0,13,3,465,1,7841.55,0,4,1,0,0,1
17557,0,632,0,27,0,473.16,0,0,1,0,0,0
14738,0,33,3,80,0,1821.9,0,3,1,0,0,1
16124,0,217,2,82,0,1772.49,0,2,1,0,0,0
12471,1,7,3,1022,1,34985.4,1,5,0,1,0,1
17739,0,96,3,145,0,7341.31,0,3,1,0,0,0
16556,0,5,3,482,1,8012.58,0,4,1,0,0,1
14695,0,419,0,82,0,1534.22,0,0,1,0,0,0
14828,0,96,3,101,0,9839.460000000001,0,3,1,0,0,0
15115,0,632,0,14,0,191.74,0,0,1,0,0,0
13693,0,273,1,106,0,2011.82,0,1,1,0,0,0
14955,0,632,0,31,0,163.77,0,0,1,0,0,0
14037,0,76,3,114,0,836.95,0,3,1,0,0,0
18077,0,3,3,330,0,3823.45,0,3,1,0,0,1
13905,0,632,0,12,0,312.65,0,0,1,0,0,0
17508,1,180,2,231,0,4579.23,0,2,1,0,0,0
16768,0,3,3,161,0,1698.57,0,3,1,0,0,1
13984,0,26,3,84,0,1792.6200000000001,0,3,1,0,0,0
13495,0,132,2,128,0,4550.67,0,2,1,0,0,0
13190,0,444,0,17,0,570.66,0,0,1,0,0,0
14408,0,30,3,120,0,3794.05,0,3,1,0,0,1
15358,0,20,3,1033,1,15595.8,0,4,1,0,0,1
17707,0,85,3,24,0,609.3000000000001,0,3,1,0,0,0
17044,0,274,1,143,0,11013.82,0,1,1,0,0,0
14471,0,491,0,41,0,400.95,0,0,1,0,0,0
17436,0,126,2,12,0,440.15999999999997,0,2,1,0,0,0
